id,road,region,value,city
1532,Heol Fair,Llandaff,0.175975769,Cardiff
1533,Heol Ffynnon Wen,Rhiwbina,0.130135313,Cardiff
1534,Heol Gabriel,Whitchurch,0.148044361,Cardiff
1535,Heol Gattwg,Whitchurch,0.0943272,Cardiff
1536,Heol Glandulais,Pontprennau,0.525153036,Cardiff
1537,Heol Glanrheidol,Butetown,0.141582308,Cardiff
1538,Heol Glaslyn,Pontprennau,0.56152,Cardiff
1539,Heol Gwent,Heath,0.06648,Cardiff
1540,Heol Gwilym,Fairwater,0.1151468,Cardiff
1541,Heol Gwrgan,Whitchurch,0.086601818,Cardiff
1542,Heol Gwyndaf,Llanishen,0.302309,Cardiff
1543,Heol Gwynedd,Heath,0.114896429,Cardiff
1544,Heol Harlech,Llandaff,0.1311,Cardiff
1545,Heol Hendre,Rhiwbina,0.144907,Cardiff
1546,Heol Hir,Lisvane,0.286327143,Cardiff
1547,Heol Hir,Llanishen,0.253737183,Cardiff
1548,Heol Hir,Thornhill,0.220358248,Cardiff
1549,Heol Homfray,Caerau,0.149383492,Cardiff
1550,Heol Iestyn,Whitchurch,0.131625238,Cardiff
1551,Heol Ifor,Heath,0.148017353,Cardiff
1552,Heol Ifor Bach,Rhiwbina,0.392748,Cardiff
1553,Heol Isaf,Radyr and Morganstown,0.388847217,Cardiff
1554,Heol Isaf,Rhiwbina,0.126693878,Cardiff
1555,Heol Iscoed,Rhiwbina,0.152375273,Cardiff
1556,Heol Layard,Tremorfa,0.02639625,Cardiff
1557,Heol Lewis,Rhiwbina,0.103162679,Cardiff
1558,Heol Llangan,Rhiwbina,0.167994167,Cardiff
1559,Heol Llanishen Fach,Rhiwbina,0.178136065,Cardiff
1560,Heol Llinos,Thornhill,0.160318125,Cardiff
1561,Heol Mabon,Rhiwbina,0.092873529,Cardiff
1562,Heol Madoc,Whitchurch,0.112652353,Cardiff
1563,Heol Maes Eiwrg,Trowbridge,0.130525098,Cardiff
1564,Heol Mathew,Whitchurch,0.150941429,Cardiff
1565,Heol Merlin,Llanishen,0.268989118,Cardiff
1566,Heol Muston,Ely,0.203083968,Cardiff
1567,Heol Mynydd Bychan,Heath,0.107512857,Cardiff
1568,Heol Nant Castan,Rhiwbina,0.191584222,Cardiff
1569,Heol Nest,Heath,0.087367115,Cardiff
1570,Heol Newydd,Trowbridge,0.064358929,Cardiff
1571,Heol Pant y Rhyn,Whitchurch,0.154994884,Cardiff
1572,Heol Pantycelyn,Whitchurch,0.127785161,Cardiff
1573,Heol Pantyderi,Caerau,0.037534308,Cardiff
1574,Heol Pencarreg,Llandaff North,0.13631,Cardiff
1575,Heol Penlan,Whitchurch,0.098182295,Cardiff
1576,Heol Pennar,Caerau,0.132179231,Cardiff
1577,Heol Pentwyn,Whitchurch,0.334868889,Cardiff
1578,Heol Penyfai,Whitchurch,0.128569655,Cardiff
1579,Heol Peredur,Thornhill,0.157648636,Cardiff
1580,Heol Pontprennau,Pontprennau,0.435428029,Cardiff
1581,Heol Powis,Heath,0.067222,Cardiff
1582,Heol Poyston,Caerau,0.100768471,Cardiff
1583,Heol Pwll y Placa,Trowbridge,0.065933889,Cardiff
1584,Heol Rhayader,Whitchurch,0.189949167,Cardiff
1585,Heol Seddon,Llandaff,0.096828367,Cardiff
1586,Heol Solva,Caerau,0.082575,Cardiff
1587,Heol St Denys,Lisvane,0.223943636,Cardiff
1588,Heol Stradling,Whitchurch,0.158973256,Cardiff
1589,Heol Syr Lewis,Radyr and Morganstown,0.1541584,Cardiff
1590,Heol Tŷ'n Y Cae,Rhiwbina,0.108595,Cardiff
1591,Heol Tŷ'n y Coed,Rhiwbina,0.239198108,Cardiff
1592,Heol Terrell,Canton,0.199959583,Cardiff
1593,Heol Trefgarne,Caerau,0.05893125,Cardiff
1594,Heol Trelai,Caerau,0.11363629,Cardiff
1595,Heol Trelai,Ely,0.202485,Cardiff
1596,Heol Trenewydd,Caerau,0.077478333,Cardiff
1597,Heol Trostre,Trowbridge,0.109390714,Cardiff
1598,Heol Ty Ffynnon,Pontprennau,0.2860615,Cardiff
1599,Heol Uchaf,Rhiwbina,0.221137544,Cardiff
1600,Heol Urban,Llandaff,0.108663636,Cardiff
1601,Heol Waun y Nant,Whitchurch,0.075285714,Cardiff
1602,Heol Wen,Rhiwbina,0.25844234,Cardiff
1603,Heol Wernlas,Whitchurch,0.060781429,Cardiff
1604,Heol y Barcud,Thornhill,0.152192439,Cardiff
1605,Heol Y Bont,Rhiwbina,0.192651591,Cardiff
1606,Heol y Bryn,Rhiwbina,0.15730675,Cardiff
1607,Heol y Cadno,Thornhill,0.244529175,Cardiff
1608,Heol y Carw,Thornhill,0.18598,Cardiff
1609,Heol y Coed,Rhiwbina,0.153302123,Cardiff
1610,Heol y Cwm,Radyr and Morganstown,0.198311538,Cardiff
1611,Heol y Delyn,Lisvane,0.301761456,Cardiff
1612,Heol y Deri,Rhiwbina,0.210627834,Cardiff
1613,Heol y Felin,Rhiwbina,0.35076625,Cardiff
1614,Heol Y Forlan,Whitchurch,0.093864423,Cardiff
1615,Heol y Gors,Whitchurch,0.084041461,Cardiff
1616,Heol Y Nant,Rhiwbina,0.0809125,Cardiff
1617,Heol y Rhosog,Trowbridge,0.208257619,Cardiff
1618,Heol y Wern,Rhiwbina,0.100652083,Cardiff
1619,Heol Yr Efail,Rhiwbina,0.1885734,Cardiff
1620,Herbert March Close,Llandaff,0.152186897,Cardiff
1621,Herbert Street,Butetown,0.135853684,Cardiff
1622,Herbert Street,Gabalfa,0.337758824,Cardiff
1623,Hereford Street,Grangetown,0.029086176,Cardiff
1624,Heritage Drive,Caerau,0.243536061,Cardiff
1625,Heritage Park,Trowbridge,0.16470875,Cardiff
1626,Herne Place,Canton,0.084405714,Cardiff
1627,Hewell Street,Grangetown,0.03912,Cardiff
1628,Hickory Court,Splott,0.1033075,Cardiff
1629,High Bank,Pontprennau,0.29061,Cardiff
1630,High Street,Llandaff,0.129297619,Cardiff
1631,Highbury Place,Ely,0.112763333,Cardiff
1632,Highbury Road,Ely,0.060334407,Cardiff
1633,Highfield Road,Cyncoed,0.316158529,Cardiff
1634,Highfield Road,Heath,0.226404828,Cardiff
1635,Highfields,Llandaff,0.293549412,Cardiff
1636,Highlands,Rumney,0.08072,Cardiff
1637,Highmead Road,Ely,0.107344821,Cardiff
1638,Hiles road,Ely,0.118385,Cardiff
1639,Hill Snook Road,Ely,0.112919333,Cardiff
1640,Hillary Close,Llanishen,0.376612,Cardiff
1641,Hillcot Close,Lisvane,0.255714444,Cardiff
1642,Hillcrest Close,Thornhill,0.05443,Cardiff
1643,Hillfort Close,Caerau,0.040773421,Cardiff
1644,Hillrise,Llanedeyrn,0.089281042,Cardiff
1645,Hillview,Fairwater,0.047886393,Cardiff
1646,Hilton Place,Llandaff North,0.102974783,Cardiff
1647,Hind Close,Tremorfa,0.144952759,Cardiff
1648,Hinton Street,Splott,0.134313333,Cardiff
1649,Hirst Crescent,Fairwater,0.107436154,Cardiff
1650,Hirwain Street,Cathays,0.006177097,Cardiff
1651,Hodges Square,Butetown,0.372110833,Cardiff
1652,Holden Road,Grangetown,0.054425556,Cardiff
1653,Holgate Close,Llandaff,0.17688,Cardiff
1654,Hollington Drive,Pontprennau,0.202202903,Cardiff
1655,Holly Grove,Lisvane,0.246786667,Cardiff
1656,Holly Road,Fairwater,0.13090303,Cardiff
1657,Holly Terrace,Llandaff North,0.13143,Cardiff
1658,Hollybush Estate,Whitchurch,0.198117193,Cardiff
1659,Hollybush Heights,Pentwyn,0.237415217,Cardiff
1660,Hollybush Rise,Cyncoed,0.239303333,Cardiff
1661,Hollybush Road,Cyncoed,0.445718348,Cardiff
1662,Hollybush Road,Pentwyn,0.222179808,Cardiff
1663,Hollycroft Close,Ely,0.07021,Cardiff
1664,Holmesdale Street,Grangetown,0.082408904,Cardiff
1665,Holmeside,Lisvane,0.2285,Cardiff
1666,Holmsview Close,Rumney,0.185028261,Cardiff
1667,Holmwood Close,Cyncoed,0.230984615,Cardiff
1668,Homelands Road,Heath,0.128627083,Cardiff
1669,Honeysuckle Close,Fairwater,0.149803548,Cardiff
1670,Honiton Road,Llanrumney,0.08231029,Cardiff
1671,Horle Close,Grangetown,0.123397813,Cardiff
1672,Hornbeam Close,Trowbridge,0.119263333,Cardiff
1673,Hornchurch Close,Fairwater,0.27849,Cardiff
1674,Horwood Close,Splott,0.108225938,Cardiff
1675,Hotham Close,Pontprennau,0.169737273,Cardiff
1676,Housman Close,Llanrumney,0.195793684,Cardiff
1677,Howard Gardens,Adamsdown,0.219264706,Cardiff
1678,Howard Place,Adamsdown,0.247416667,Cardiff
1679,Howard Street,Splott,0.005566154,Cardiff
1680,Howard Terrace,Adamsdown,0.15637,Cardiff
1681,Howardian Close,Penylan,0.129597778,Cardiff
1682,Howell's Crescent,Llandaff,0.225207727,Cardiff
1683,Howell Road,Ely,0.141382581,Cardiff
1684,Hughs Close,Llandaff,0.067482,Cardiff
1685,Hugon Drive,Penylan,0.176981667,Cardiff
1686,Hunt Close,Llanishen,0.176718,Cardiff
1687,Hunter Street,Butetown,0.035545714,Cardiff
1688,Hunters Ridge,Cyncoed,0.298988,Cardiff
1689,Huntingdon Drive,Pontprennau,0.471114186,Cardiff
1690,Huntsmead Close,Thornhill,0.184667778,Cardiff
1691,Hurford Place,Cyncoed,0.132876129,Cardiff
1692,Huron Crescent,Cyncoed,0.177227143,Cardiff
1693,Hydrangea Close,Pentwyn,0.189755,Cardiff
1694,Hyssop Close,Pontprennau,0.127242727,Cardiff
1695,Idencroft Close,Pontprennau,0.139682,Cardiff
1696,Iestyn Street,Pontcanna,0.047455556,Cardiff
1697,Iestynian Avenue,Pontcanna,0.00559,Cardiff
1698,Ilchester Road,Llanrumney,0.063959778,Cardiff
1699,Ilfracombe Crescent,Llanrumney,0.210603788,Cardiff
1700,Illtyd Road,Ely,0.067472973,Cardiff
1701,Ilton Road,Penylan,0.247224583,Cardiff
1702,Inchmarnock Street,Splott,0.008516364,Cardiff
1703,Inglefield Avenue,Gabalfa,0.08812,Cardiff
1704,Insole Close,Llandaff,0.3469275,Cardiff
1705,Insole Gardens,Llandaff,0.264623043,Cardiff
1706,Insole Grove East,Llandaff,0.28011625,Cardiff
1707,Insole Grove West,Llandaff,0.302895313,Cardiff
1708,Instow Place,Llanrumney,0.115654667,Cardiff
1709,Inverness Place,Roath,0.011971765,Cardiff
1710,Ipswich Road,Penylan,0.049687264,Cardiff
1711,Ireland Close,Trowbridge,0.11991,Cardiff
1712,Ireton Close,Pontprennau,0.235717143,Cardiff
1713,Iron Street,Adamsdown,0.0119595,Cardiff
1714,Ivy Street,Canton,0.014041111,Cardiff
1715,Ivydale,Lisvane,0.241282264,Cardiff
1716,Jackson Road,Ely,0.082929189,Cardiff
1717,Jade Close,Lisvane,0.213002222,Cardiff
1718,James Court,Trowbridge,0.066699259,Cardiff
1719,James Street,Butetown,0.0937254,Cardiff
1720,Janet Street,Splott,0.004888545,Cardiff
1721,Jasmine Drive,Trowbridge,0.130876818,Cardiff
1722,Jasper Close,Llandaff,0.188318,Cardiff
1723,Jaycroft Close,Pontprennau,0.053635,Cardiff
1724,Jellicoe Gardens,Cyncoed,0.242119487,Cardiff
1725,Jenkins Way,Trowbridge,0.269518235,Cardiff
1726,Jestyn Close,Ely,0.068612174,Cardiff
1727,Jevan Close,Llandaff,0.153865882,Cardiff
1728,Jim Driscoll Way,Grangetown,0.135519,Cardiff
1729,Jindabyne Court,Old St. Mellons,0.80800125,Cardiff
1730,John Morgan Close,Llandaff,0.24047125,Cardiff
1731,John Street,Butetown,0.078204375,Cardiff
1732,Johns Lane,Llandaff North,0.183061429,Cardiff
1733,Johnston Road,Llanishen,0.177678137,Cardiff
1734,Jonquil Close,Trowbridge,0.226296,Cardiff
1735,Jubilee Gardens,Heath,0.1716,Cardiff
1736,Jubilee Street,Grangetown,0.043702727,Cardiff
1737,Junction Terrace,Radyr and Morganstown,0.260501579,Cardiff
1738,Justin Close,Cyncoed,0.406093333,Cardiff
1739,Kames Place,Adamsdown,0.113862143,Cardiff
1740,Kane Close,Llanishen,0.14962,Cardiff
1741,Keen Road,Splott,0.157635,Cardiff
1742,Kelston Close,Whitchurch,0.103315,Cardiff
1743,Kelston Place,Whitchurch,0.065011765,Cardiff
1744,Kelston Road,Whitchurch,0.178023529,Cardiff
1745,Kelvin Road,Roath,0.120112,Cardiff
1746,Kember Close,Trowbridge,0.106883846,Cardiff
1747,Kemys Place,Llandaff North,0.101416667,Cardiff
1748,Kenfig Road,Whitchurch,0.102093,Cardiff
1749,Kenley Close,Fairwater,0.088794,Cardiff
1750,Kenmare Mews,Pontprennau,0.207216364,Cardiff
1751,Kenmuir Road,Tremorfa,0.088669375,Cardiff
1752,Kennerleigh Road,Llanrumney,0.150506667,Cardiff
1753,Kennilworth Court,Fairwater,0.053955385,Cardiff
1754,Kennington Close,Thornhill,0.258395625,Cardiff
1755,Kensington Avenue,Canton,0.018072941,Cardiff
1756,Kent Street,Grangetown,0.017702059,Cardiff
1757,Kenwood Road,Ely,0.064113056,Cardiff
1758,Kenyon Road,Tremorfa,0.100992593,Cardiff
1759,Keppoch Street,Roath,0.022851045,Cardiff
1760,Kerrigan Close,Fairwater,0.203561429,Cardiff
1761,Kerrycroy Street,Splott,0.00303,Cardiff
1762,Kestell Drive,Grangetown,0.119324444,Cardiff
1763,Kestrel Close,Pentwyn,0.342195,Cardiff
1764,Keswick Avenue,Cyncoed,0.227374615,Cardiff
1765,Kewstoke Avenue,Llanrumney,0.113369063,Cardiff
1766,Kewstoke Place,Llanrumney,0.28116375,Cardiff
1767,Keyes Avenue,Cyncoed,0.5143585,Cardiff
1768,Keynsham Road,Heath,0.183224231,Cardiff
1769,Keyston Road,Fairwater,0.101537679,Cardiff
1770,Kilcattan Street,Splott,0.005292727,Cardiff
1771,Kilgetty Close,Caerau,0.110918667,Cardiff
1772,Kimberley Road,Penylan,0.195891398,Cardiff
1773,Kimberley Terrace,Llanishen,0.113498,Cardiff
1774,Kincraig Street,Roath,0.037877917,Cardiff
1775,King's Avenue,Radyr and Morganstown,0.306971818,Cardiff
1776,King's Road,Pontcanna,0.076676538,Cardiff
1777,King's Road,Radyr and Morganstown,0.275787907,Cardiff
1778,King's Road,Riverside,5.00E-06,Cardiff
1779,King Edward VII Avenue,Castle,0.350073636,Cardiff
1780,King George V Drive,Heath,0.264851458,Cardiff
1781,King George V Drive East,Heath,0.442878554,Cardiff
1782,King George V Drive North,Heath,0.231771474,Cardiff
1783,King George V Drive West,Heath,0.2818733,Cardiff
1784,King Wood Close,Penylan,0.144732143,Cardiff
1785,Kingarth Street,Splott,0.007477778,Cardiff
1786,Kingfisher Close,Trowbridge,0.166699333,Cardiff
1787,Kingsland Road,Canton,0.017478,Cardiff
1788,Kingsland Road,Whitchurch,0.136091515,Cardiff
1789,Kingston Road,Riverside,0.050451429,Cardiff
1790,Kingsway,Castle,0.0899304,Cardiff
1791,Kinsale Close,Pontprennau,0.156728333,Cardiff
1792,Kipling Close,Llanrumney,0.10738875,Cardiff
1793,Kirkwall Court,Tremorfa,0.059091429,Cardiff
1794,Kirton Close,Fairwater,0.207050938,Cardiff
1795,Kitchener Road,Riverside,0.095302,Cardiff
1796,Knightswell Close,Caerau,0.258394667,Cardiff
1797,Knightswell Road,Caerau,0.140329655,Cardiff
1798,Knole Close,Pontprennau,0.094895,Cardiff
1799,Knox Road,Adamsdown,0.126904444,Cardiff
1800,Kyle Avenue,Heath,0.085970161,Cardiff
1801,Kyle Crescent,Heath,0.210307045,Cardiff
1802,Kyveilog Street,Pontcanna,0.097733077,Cardiff
1803,Lôn Ganol,Rhiwbina,0.327585,Cardiff
1804,Lôn Penllyn,Rhiwbina,0.171961364,Cardiff
1805,Lôn Tŷ'n y Cae,Rhiwbina,0.132792222,Cardiff
1806,Lôn y Ffin,Ely,0.11800375,Cardiff
1807,Lôn yr Efail,Caerau,0.018132273,Cardiff
1808,Laburnum Place,Fairwater,0.09740125,Cardiff
1809,Lady Margaret Terrace,Splott,0.037222381,Cardiff
1810,Lady Mary Road,Penylan,0.207354032,Cardiff
1811,Ladysmith Road,Penylan,0.086673846,Cardiff
1812,Lake Road East,Cyncoed,0.414803111,Cardiff
1813,Lake Road East,Penylan,0.431078889,Cardiff
1814,Lake Road East,Roath,0.403733333,Cardiff
1815,Lake Road North,Cyncoed,0.260566604,Cardiff
1816,Lake Road West,Cyncoed,0.371848467,Cardiff
1817,Lake Road West,Roath,0.183604667,Cardiff
1818,Lake View Close,Cyncoed,0.238614545,Cardiff
1819,Lakeside Drive,Cyncoed,0.197408571,Cardiff
1820,Laleston Close,Caerau,0.03303625,Cardiff
1821,Lamberton Street,Splott,0.11545375,Cardiff
1822,Lambourne Crescent,Llanishen,0.076012381,Cardiff
1823,Lamby Way,Rumney,0.092962045,Cardiff
1824,Lamby Way Workshops,Rumney,0.08192697,Cardiff
1825,Landwade Close,Fairwater,0.110085806,Cardiff
1826,Langdale Close,Penylan,0.119583333,Cardiff
1827,Langham Way,Grangetown,0.2027875,Cardiff
1828,Langland Road,Rumney,0.232893636,Cardiff
1829,Langport Avenue,Llanrumney,0.113885625,Cardiff
1830,Lanhydrock Close,Trowbridge,0.289107143,Cardiff
1831,Lansdowne Avenue,Rhiwbina,0.126746154,Cardiff
1832,Lansdowne Avenue East,Canton,0.317379091,Cardiff
1833,Lansdowne Avenue West,Canton,0.395033623,Cardiff
1834,Lansdowne Road,Canton,0.034336307,Cardiff
1835,Larch Grove,Lisvane,0.3338024,Cardiff
1836,Lascelles Drive,Pontprennau,0.199228925,Cardiff
1837,Latteys Close,Heath,0.125288571,Cardiff
1838,Laugharne Avenue,Rumney,0.163296364,Cardiff
1839,Laugharne Road,Rumney,0.161206923,Cardiff
1840,Launcelot Crescent,Thornhill,0.278951579,Cardiff
1841,Laureate Close,Llanrumney,0.050987143,Cardiff
1842,Laurel Court,Fairwater,0.24312,Cardiff
1843,Lauriston Close,Caerau,0.16943,Cardiff
1844,Lauriston Park,Caerau,0.118489434,Cardiff
1845,Lavender Grove,Fairwater,0.197922927,Cardiff
1846,Lawrenny Avenue,Canton,0.153846494,Cardiff
1847,Laytonia Avenue,Gabalfa,0.064753333,Cardiff
1848,Leacroft Place,Pontprennau,0.052668333,Cardiff
1849,Lead Street,Adamsdown,0.006358333,Cardiff
1850,Leamington Road,Rhiwbina,0.140915758,Cardiff
1851,Leckwith Avenue,Canton,0.3934,Cardiff
1852,Leckwith Avenue,Grangetown,0.07366,Cardiff
1853,Leckwith Close,Canton,0.1409745,Cardiff
1854,Leckwith Place,Canton,0.02346125,Cardiff
1855,Leckwith Place,Riverside,0.01973,Cardiff
1856,Leckwith Road,Canton,0.269540769,Cardiff
1857,Leckwith Road,Grangetown,0.145444167,Cardiff
1858,Leckwith Road,Riverside,0.097110435,Cardiff
1859,Lee Close,Llanedeyrn,0.222528,Cardiff
1860,Lee Court,Rhiwbina,0.207291,Cardiff
1861,Letterston Road,Rumney,0.10227942,Cardiff
1862,Letton Road,Butetown,0.206551724,Cardiff
1863,Letty Street,Cathays,0.013906429,Cardiff
1864,Leven Close,Cyncoed,0.141311667,Cardiff
1865,Lewis Road,Splott,0.144123731,Cardiff
1866,Lewis Street,Riverside,0.059707222,Cardiff
1867,Library Street,Canton,0.067291,Cardiff
1868,Liddell Close,Pontprennau,0.15974,Cardiff
1869,Lilac close,Fairwater,0.064503077,Cardiff
1870,Lilburne Close,Pontprennau,0.250041,Cardiff
1871,Lily Street,Roath,0.052487222,Cardiff
1872,Lime Close,Radyr and Morganstown,0.396432941,Cardiff
1873,Lime Grove,Fairwater,0.054454444,Cardiff
1874,Limebourne Court,Whitchurch,0.350174194,Cardiff
1875,Limeslade Close,Fairwater,0.0668885,Cardiff
1876,Limewood Close,Trowbridge,0.192443158,Cardiff
1877,Lincoln Court,Llanedeyrn,0.365490833,Cardiff
1878,Lincoln Street,Canton,0.010310588,Cardiff
1879,Linden Avenue,Penylan,0.334666667,Cardiff
1880,Linden Grove,Rumney,0.090617742,Cardiff
1881,Lindway Court,Canton,0.17975125,Cardiff
1882,Lingholm Close,Trowbridge,0.177825714,Cardiff
1883,Linnet Close,Pentwyn,0.357745,Cardiff
1884,Lionel Road,Canton,0.006898824,Cardiff
1885,Lisnagarvey Court,Rhiwbina,0.23373875,Cardiff
1886,Lisvane Road,Lisvane,0.501310952,Cardiff
1887,Lisvane Road,Llanishen,0.507549077,Cardiff
1888,Lisvane Street,Cathays,0.005775714,Cardiff
1889,Little Mill,Whitchurch,0.168065,Cardiff
1890,Littlecroft Avenue,Caerau,0.076271538,Cardiff
1891,Littleton Street,Riverside,0.028192,Cardiff
1892,Llanbedr Road,Fairwater,0.092746944,Cardiff
1893,Llanbleddian Gardens,Cathays,0.310269,Cardiff
1894,Llanbradach Street,Grangetown,0.067721111,Cardiff
1895,Llancaiach Road,Whitchurch,0.082433529,Cardiff
1896,Llandaff Chase,Llandaff,0.460292,Cardiff
1897,Llandaff Road,Canton,0.224406944,Cardiff
1898,Llandaff Road,Pontcanna,0.134984576,Cardiff
1899,Llandaff Road,Riverside,0.00871,Cardiff
1900,Llandegfedd Close,Thornhill,0.158206,Cardiff
1901,Llandennis Avenue,Cyncoed,0.404072376,Cardiff
1902,Llandennis Green,Cyncoed,0.209175556,Cardiff
1903,Llandennis Road,Cyncoed,0.32523,Cardiff
1904,Llandetty Road,Fairwater,0.094792941,Cardiff
1905,Llandinam Crescent,Llandaff North,0.218508462,Cardiff
1906,Llandough Street,Cathays,0.039375,Cardiff
1907,Llandovery Close,Caerau,0.085332,Cardiff
1908,Llandow Road,Caerau,0.100998571,Cardiff
1909,Llandudno Road,Rumney,0.075148889,Cardiff
1910,Llanedeyrn Close,Penylan,0.041435333,Cardiff
1911,Llanedeyrn Drive,Llanedeyrn,0.312178992,Cardiff
1912,Llanedeyrn Drive,Penylan,0.14323,Cardiff
1913,Llanedeyrn Road,Penylan,0.221163267,Cardiff
1914,Llanewrwg Way,Old St. Mellons,0.477246667,Cardiff
1915,Llanewrwg Way,Trowbridge,0.423889355,Cardiff
1916,Llanfair Road,Pontcanna,0.049937021,Cardiff
1917,Llangattock Road,Fairwater,0.098162069,Cardiff
1918,Llangefni Place,Llanishen,0.171052,Cardiff
1919,Llangorse Road,Cyncoed,0.3493036,Cardiff
1920,Llangranog Place,Llanishen,0.121963333,Cardiff
1921,Llangranog Road,Llanishen,0.1498777,Cardiff
1922,Llangwm Place,Rumney,0.059994,Cardiff
1923,Llangynidr Road,Fairwater,0.087644444,Cardiff
1924,Llanidloes Road,Llandaff North,0.153256897,Cardiff
1925,Llanina Grove,Trowbridge,0.098326364,Cardiff
1926,Llanishen Street,Gabalfa,0.027653158,Cardiff
1927,Llanmaes Street,Grangetown,0.089044286,Cardiff
1928,Llanmorlais Road,Llandaff North,0.156044074,Cardiff
1929,Llanon Road,Llanishen,0.126606471,Cardiff
1930,Llanover Road,Ely,0.101894085,Cardiff
1931,Llanrumney Avenue,Llanrumney,0.168701272,Cardiff
1932,Llanrumney Avenue,Rumney,0.2136125,Cardiff
1933,Llansannor Drive,Butetown,0.227642105,Cardiff
1934,Llanstephan Road,Rumney,0.166924,Cardiff
1935,Llantarnam Drive,Radyr and Morganstown,0.207723516,Cardiff
1936,Llantarnam Road,Gabalfa,0.096417222,Cardiff
1937,Llantrisant Rise,Llandaff,0.15055,Cardiff
1938,Llantrisant Road,Fairwater,0.569132987,Cardiff
1939,Llantrisant Road,Llandaff,0.361715722,Cardiff
1940,Llantrisant Street,Cathays,0.03714907,Cardiff
1941,Llantwit Street,Cathays,0.038484667,Cardiff
1942,Llanwern Road,Ely,0.204518667,Cardiff
1943,Llewellyn Avenue,Ely,0.064956456,Cardiff
1944,Lloyd Avenue,Canton,0.09088,Cardiff
1945,Lloyd Avenue,Llandaff,0.253275,Cardiff
1946,Lloyd George Avenue,Butetown,0.291308145,Cardiff
1947,Lloyd Place,Trowbridge,0.130214444,Cardiff
1948,Llwyd Coed,Rhiwbina,0.206663333,Cardiff
1949,Llwyn-Y-Grant Road,Penylan,0.224644667,Cardiff
1950,Llwyn-Y-Grant Terrace,Penylan,0.208228947,Cardiff
1951,Llwyn-y-pia Road,Lisvane,0.425882273,Cardiff
1952,Llwyn-Y Grant Place,Penylan,0.3775775,Cardiff
1953,Llwyn Bryn Melyn,Radyr and Morganstown,0.1902475,Cardiff
1954,Llwyn Castan,Pentwyn,0.075715588,Cardiff
1955,Llwyn Drysgol,Radyr and Morganstown,0.244278,Cardiff
1956,Llwyn Grug,Rhiwbina,0.1506625,Cardiff
1957,Llwyn Onn,Rhiwbina,0.20742875,Cardiff
1958,Llwyn Rhosyn,Rhiwbina,0.219093636,Cardiff
1959,Llwynderw Road,Whitchurch,0.0545744,Cardiff
1960,Llwynfedw Gardens,Heath,0.333129355,Cardiff
1961,Llwynfedw Road,Heath,0.476964545,Cardiff
1962,Llyn Close,Cyncoed,0.08516,Cardiff
1963,Llys Pum Cyfair,Llandaff North,0.175814,Cardiff
1964,Llys Tal y Bont Road,Gabalfa,0.4436056,Cardiff
1965,Llyswen Road,Cyncoed,0.255467419,Cardiff
1966,Lochaber Street,Roath,0.053177273,Cardiff
1967,Locke Grove,Trowbridge,0.088521818,Cardiff
1968,Locks Road,Butetown,0.00012,Cardiff
1969,Lodge Close,Lisvane,0.38818,Cardiff
1970,Lodwick Rise,Trowbridge,0.156654167,Cardiff
1971,Loftus Street,Canton,0.028137619,Cardiff
1972,Lomond Crescent,Cyncoed,0.153676429,Cardiff
1973,Lon-werdd Close,Ely,0.142444063,Cardiff
1974,Lon-y-castell,Caerau,0.05146,Cardiff
1975,Lon-y-Groes,Heath,0.108595625,Cardiff
1976,Lon Cae Porth,Rhiwbina,0.236860571,Cardiff
1977,Lon Isa,Rhiwbina,0.339730862,Cardiff
1978,Lon Madoc,Whitchurch,0.13821,Cardiff
1979,Lon Owain,Caerau,0.071898,Cardiff
1980,Lon Ucha,Rhiwbina,0.270053333,Cardiff
1981,Lon Y Celyn,Whitchurch,0.112097738,Cardiff
1982,Lon y Dail,Rhiwbina,0.352590976,Cardiff
1983,Lon y Dderwen,Rhiwbina,0.1957,Cardiff
1984,Lon y Deri,Rhiwbina,0.21989,Cardiff
1985,Lon Y Mynydd,Rhiwbina,0.284181923,Cardiff
1986,Lon y Nant,Rhiwbina,0.047845714,Cardiff
1987,Lon y parc,Heath,0.080317222,Cardiff
1988,Lon y Rhyd,Rhiwbina,0.212678571,Cardiff
1989,Lon Y Winci,Rhiwbina,0.349581667,Cardiff
1990,Lon Ysgybor,Rhiwbina,0.160368571,Cardiff
